"table1.customerid","table1.dominant_gender","table1.max_gender","table2.dominant_size","table2.max_size","table3.last_purchase"
"17927435","Femme","1","38","1","2015-11-01 09:11:05.0"
"17927439","Femme","1","39","1","2015-11-01 09:14:13.0"
"17927441","Enfant","1","","0","2015-11-01 09:14:07.0"
"17927443","Femme","1","36","1","2015-11-01 09:19:05.0"
"17927453","Accessoires","1","3","1","2015-11-01 09:18:11.0"
"17927453","Accessoires","1","42","1","2015-11-01 09:18:11.0"
"17927453","Homme","1","3","1","2015-11-01 09:18:11.0"
"17927453","Homme","1","42","1","2015-11-01 09:18:11.0"
"17927468","Enfant","1","39","1","2015-11-01 09:27:06.0"
"17927479","Femme","3","38","2","2015-11-01 09:30:08.0"
"17927480","Femme","1","","0","2015-11-01 09:34:11.0"
"17927482","Homme","1","43","1","2015-11-01 09:32:17.0"
"17927491","Homme","1","","0","2015-11-01 09:30:17.0"
"17927498","Femme","1","38","1","2015-11-01 09:38:10.0"
"17927499","Enfant","1","","0","2015-11-01 09:34:08.0"
"17927501","Femme","1","38","1","2015-11-01 09:34:18.0"
"17927513","Accessoires","1","","0","2015-11-01 18:14:07.0"
"17927517","Femme","2","","0","2015-11-01 09:43:11.0"
"17927518","Homme","1","42","1","2015-11-01 09:49:10.0"
"17927525","Femme","1","37","1","2015-11-01 09:53:11.0"
"17927529","Homme","2","42","2","2015-11-01 09:46:02.0"
"17927530","Enfant","1","24","1","2015-11-01 10:48:14.0"
"17927546","Femme","1","","0","2015-11-01 10:11:18.0"
"17927556","Enfant","1","26","1","2015-11-01 09:56:02.0"
"17927559","Enfant","1","25","1","2015-11-01 09:57:03.0"
"17927567","Homme","1","41","1","2015-11-01 09:58:16.0"
"17927570","Femme","2","37","2","2015-11-01 10:02:08.0"
"17927577","Femme","2","41","2","2015-11-01 10:05:18.0"
"17927595","Femme","3","40","3","2015-11-01 10:09:01.0"
"17927596","Femme","1","39","1","2015-11-01 12:29:19.0"
"17927604","Femme","1","38","1","2015-11-01 10:08:07.0"
"17927607","Enfant","1","27","1","2015-11-01 11:07:02.0"
"17927613","Femme","1","36","1","2015-11-01 11:02:12.0"
"17927616","Enfant","1","30","1","2015-11-01 10:11:00.0"
"17927617","Homme","3","43","2","2015-11-01 10:13:14.0"
"17927621","Femme","1","39","1","2015-11-01 10:12:12.0"
"17927634","Homme","1","43","1","2015-11-01 10:23:05.0"
"17927649","Femme","1","39","1","2015-11-01 10:26:09.0"
"17927651","Homme","1","42","1","2015-11-01 10:27:14.0"
"17927652","Femme","1","36","1","2015-11-01 10:25:17.0"
"17927656","Homme","1","44","1","2015-11-01 10:27:06.0"
"17927658","Femme","1","39","1","2015-11-01 10:30:17.0"
"17927660","Homme","1","42","1","2015-11-01 10:41:14.0"
"17927664","Femme","1","38","1","2015-11-01 10:29:15.0"
"17927666","Homme","1","48","1","2015-11-01 10:30:04.0"
"17927668","Femme","1","39","1","2015-11-01 10:30:16.0"
"17927682","Accessoires","1","","0","2015-11-01 10:35:14.0"
"17927700","Femme","1","39","1","2015-11-01 13:24:16.0"
"17927701","Femme","1","38","1","2015-11-01 10:41:05.0"
"17927713","Femme","2","38","2","2015-11-01 10:39:16.0"
"17927726","Enfant","1","23","1","2015-11-01 10:42:07.0"
"17927727","Enfant","1","","0","2015-11-01 10:48:18.0"
"17927734","Homme","1","40","1","2015-11-01 10:45:01.0"
"17927735","Homme","1","40","1","2015-11-01 10:47:00.0"
"17927742","Femme","1","41","1","2015-11-01 10:48:05.0"
"17927745","Homme","1","42","1","2015-11-01 10:49:15.0"
"17927753","Accessoires","1","37","1","2015-11-01 10:50:09.0"
"17927753","Femme","1","37","1","2015-11-01 10:50:09.0"
"17927755","Femme","1","","0","2015-11-01 10:52:02.0"
"17927758","Enfant","1","35","1","2015-11-01 20:22:09.0"
"17927760","Femme","1","41","1","2015-11-01 15:10:11.0"
"17927761","Homme","1","43","1","2015-11-01 11:00:03.0"
"17927765","Femme","1","37","1","2015-11-01 10:58:02.0"
"17927769","Homme","1","43","1","2015-11-01 10:59:18.0"
"17927779","Femme","1","41","1","2015-11-01 10:58:07.0"
"17927797","Femme","1","37","1","2015-11-01 11:06:05.0"
"17927802","Femme","1","40","1","2015-11-01 11:09:04.0"
"17927806","Femme","1","40","1","2015-11-01 11:09:01.0"
"17927808","Femme","1","40","1","2015-11-01 11:03:05.0"
"17927815","Homme","1","42","1","2015-11-01 11:08:10.0"
"17927824","Homme","2","47","1","2015-11-01 11:23:12.0"
"17927832","Homme","1","42","1","2015-11-01 11:34:18.0"
"17927833","Femme","1","38","1","2015-11-01 11:11:16.0"
"17927849","Enfant","1","24","1","2015-11-01 11:15:04.0"
"17927852","Femme","1","36","1","2015-11-01 11:15:05.0"
"17927854","Femme","1","39","1","2015-11-01 11:15:04.0"
"17927858","Homme","1","43","1","2015-11-01 11:15:06.0"
"17927868","Enfant","1","38","1","2015-11-01 11:17:13.0"
"17927872","Femme","1","39","1","2015-11-01 11:26:19.0"
"17927878","Femme","1","39","1","2015-11-01 11:20:00.0"
"17927879","Femme","1","39","1","2015-11-01 11:20:08.0"
"17927883","Femme","1","37","1","2015-11-01 11:21:01.0"
"17927884","Femme","1","41","1","2015-11-01 11:24:03.0"
"17927885","Femme","1","39","1","2015-11-01 11:24:12.0"
"17927891","Femme","1","39","1","2015-11-01 11:25:04.0"
"17927903","Femme","1","36","1","2015-11-01 11:26:01.0"
"17927904","Femme","1","38","1","2015-11-01 11:30:04.0"
"17927907","Homme","1","","0","2015-11-01 11:27:10.0"
"17927915","Enfant","1","34","1","2015-11-01 11:43:09.0"
"17927922","Homme","1","41","1","2015-11-01 11:32:11.0"
"17927929","Femme","1","40","1","2015-11-01 11:33:10.0"
"17927937","Enfant","1","33","1","2015-11-01 11:35:10.0"
"17927949","Enfant","1","37","1","2015-11-01 19:39:07.0"
"17927954","Femme","1","37","1","2015-11-01 16:18:03.0"
"17927958","Homme","1","45","1","2015-11-01 11:37:08.0"
"17927976","Homme","2","45","2","2015-11-01 11:42:07.0"
"17927978","Homme","1","40","1","2015-11-01 11:51:06.0"
"17927988","Femme","1","38","1","2015-11-01 11:53:02.0"
"17927995","Femme","1","39","1","2015-11-01 11:47:17.0"
"17928007","Femme","1","37","1","2015-11-01 11:55:03.0"
"17928013","Femme","1","","0","2015-11-01 11:52:14.0"
"17928016","Enfant","2","32","1","2015-11-01 11:54:09.0"
"17928026","Homme","1","40","1","2015-11-01 11:53:14.0"
"17928027","Homme","1","43","1","2015-11-01 11:53:06.0"
"17928028","Femme","1","38","1","2015-11-01 11:54:01.0"
"17928032","Femme","1","37","1","2015-11-01 11:54:16.0"
"17928036","Femme","1","41","1","2015-11-01 11:56:18.0"
"17928040","Homme","1","43","1","2015-11-01 12:00:17.0"
"17928046","Femme","1","40","1","2015-11-01 11:59:15.0"
"17928051","Accessoires","1","42","1","2015-11-01 12:02:08.0"
"17928051","Homme","1","42","1","2015-11-01 12:02:08.0"
"17928055","Femme","1","38","1","2015-11-01 12:01:02.0"
"17928057","Femme","1","40","1","2015-11-01 12:27:09.0"
"17928060","Homme","1","42","1","2015-11-01 12:16:06.0"
"17928067","Homme","1","41","1","2015-11-01 12:43:03.0"
"17928067","Homme","1","43","1","2015-11-01 12:43:03.0"
"17928067","Femme","1","41","1","2015-11-01 12:43:03.0"
"17928067","Femme","1","43","1","2015-11-01 12:43:03.0"
"17928068","Femme","2","43","2","2015-11-01 12:04:02.0"
"17928068","Homme","2","43","2","2015-11-01 12:04:02.0"
"17928083","Homme","2","43","1","2015-11-01 12:05:18.0"
"17928083","Homme","2","44","1","2015-11-01 12:05:18.0"
"17928102","Homme","1","42","1","2015-11-01 12:16:16.0"
"17928108","Femme","1","","0","2015-11-01 12:13:13.0"
"17928111","Femme","1","38","1","2015-11-01 12:15:06.0"
"17928111","Sacs","1","38","1","2015-11-01 12:15:06.0"
"17928115","Accessoires","2","41","1","2015-11-01 12:18:08.0"
"17928116","Enfant","1","40","1","2015-11-01 12:26:15.0"
"17928117","Enfant","1","35","1","2015-11-01 12:15:08.0"
"17928132","Homme","1","42","1","2015-11-01 12:19:16.0"
"17928138","Femme","2","38","2","2015-11-01 12:20:02.0"
"17928139","Femme","1","39","1","2015-11-01 12:22:10.0"
"17928144","Femme","1","39","1","2015-11-01 12:23:11.0"
"17928161","Femme","1","38","1","2015-11-01 12:26:11.0"
"17928174","Femme","1","39","1","2015-11-01 12:27:02.0"
"17928196","Enfant","1","","0","2015-11-01 12:33:15.0"
"17928197","Homme","1","42","1","2015-11-01 12:32:12.0"
"17928208","Enfant","1","33","1","2015-11-01 12:40:00.0"
"17928211","Femme","1","37","1","2015-11-01 12:36:17.0"
"17928219","Femme","1","40","1","2015-11-01 14:36:13.0"
"17928221","Sacs","1","","0","2015-11-01 12:55:09.0"
"17928222","Homme","1","45","1","2015-11-01 12:42:08.0"
"17928223","Enfant","1","","0","2015-11-01 13:15:10.0"
"17928229","Femme","1","41","1","2015-11-01 12:49:09.0"
"17928231","Femme","1","39","1","2015-11-01 12:41:00.0"
"17928233","Femme","2","39","2","2015-11-01 17:38:14.0"
"17928240","Femme","1","38","1","2015-11-01 12:44:00.0"
"17928247","Femme","1","38","1","2015-11-01 12:44:01.0"
"17928262","Femme","1","41","1","2015-11-01 12:47:02.0"
"17928265","Femme","1","39","1","2015-11-01 12:49:00.0"
"17928269","Accessoires","1","38","1","2015-11-01 12:49:08.0"
"17928269","Femme","1","38","1","2015-11-01 12:49:08.0"
"17928270","Homme","1","40","1","2015-11-01 12:51:01.0"
"17928272","Femme","1","37","1","2015-11-01 12:50:15.0"
"17928284","Femme","1","","0","2015-11-01 12:54:02.0"
"17928288","Femme","1","41","2","2015-11-01 13:07:11.0"
"17928288","Homme","1","41","2","2015-11-01 13:07:11.0"
"17928290","Femme","1","38","1","2015-11-01 12:53:12.0"
"17928300","Homme","1","46","1","2015-11-01 12:56:17.0"
"17928308","Femme","1","40","1","2015-11-01 12:59:07.0"
"17928314","Femme","1","40","1","2015-11-01 13:00:09.0"
"17928315","Enfant","1","","0","2015-11-01 13:06:02.0"
"17928317","Homme","1","45","1","2015-11-01 13:05:12.0"
"17928318","Femme","1","38","1","2015-11-01 13:02:09.0"
"17928331","Femme","1","40","1","2015-11-01 13:03:15.0"
"17928332","Femme","1","36","1","2015-11-01 13:14:09.0"
"17928336","Enfant","1","","0","2015-11-01 13:05:15.0"
"17928339","Homme","1","42","1","2015-11-01 13:09:08.0"
"17928341","Femme","2","38","2","2015-11-01 13:06:09.0"
"17928342","Femme","1","39","1","2015-11-01 13:07:18.0"
"17928344","Enfant","1","28","1","2015-11-01 17:24:04.0"
"17928347","Femme","1","","0","2015-11-01 13:14:15.0"
"17928351","Femme","1","41","1","2015-11-01 13:09:03.0"
"17928356","Sacs","1","","0","2015-11-01 13:09:16.0"
"17928360","Femme","1","40","1","2015-11-01 13:13:07.0"
"17928369","Femme","1","","0","2015-11-01 13:12:16.0"
"17928371","Femme","4","40","4","2015-11-01 13:12:09.0"
"17928375","Femme","1","","0","2015-11-01 13:42:06.0"
"17928375","Homme","1","","0","2015-11-01 13:42:06.0"
"17928378","Accessoires","2","40","2","2015-11-01 13:20:13.0"
"17928378","Femme","2","40","2","2015-11-01 13:20:13.0"
"17928386","Femme","2","38","1","2015-11-01 13:19:15.0"
"17928386","Femme","2","39","1","2015-11-01 13:19:15.0"
"17928387","Femme","1","38","1","2015-11-01 13:20:11.0"
"17928392","Homme","1","","0","2015-11-01 13:20:09.0"
"17928396","Homme","2","42","1","2015-11-01 13:52:10.0"
"17928396","Homme","2","43","1","2015-11-01 13:52:10.0"
"17928420","Homme","1","","0","2015-11-01 13:30:13.0"
"17928421","Homme","2","43","2","2015-11-01 13:28:14.0"
"17928422","Femme","2","39","2","2015-11-01 13:32:10.0"
"17928426","Enfant","1","32","1","2015-11-01 13:29:14.0"
"17928434","Femme","1","37","1","2015-11-01 13:34:04.0"
"17928440","Femme","2","39","1","2015-11-01 13:36:18.0"
"17928440","Femme","2","40","1","2015-11-01 13:36:18.0"
"17928441","Femme","1","36","1","2015-11-01 13:33:15.0"
"17928451","Femme","1","37","1","2015-11-01 13:37:14.0"
"17928454","Accessoires","1","35","1","2015-11-01 13:37:08.0"
"17928454","Femme","1","35","1","2015-11-01 13:37:08.0"
"17928456","Homme","1","41","1","2015-11-01 13:39:08.0"
"17928458","Femme","1","38","1","2015-11-01 13:39:11.0"
"17928468","Homme","1","43","1","2015-11-01 13:58:14.0"
"17928470","Homme","1","43","1","2015-11-01 13:42:00.0"
"17928473","Enfant","1","","0","2015-11-01 13:45:13.0"
"17928476","Femme","1","","0","2015-11-01 13:49:07.0"
"17928477","Femme","1","39","1","2015-11-01 13:43:06.0"
"17928484","Enfant","1","40","1","2015-11-01 13:48:13.0"
"17928488","Femme","1","40","1","2015-11-01 13:56:16.0"
"17928496","Femme","1","42","1","2015-11-01 13:48:00.0"
"17928501","Femme","1","42","1","2015-11-01 13:51:03.0"
"17928504","Femme","1","39","1","2015-11-01 13:51:04.0"
"17928511","Femme","1","39","1","2015-11-01 13:59:18.0"
"17928516","Homme","1","44","1","2015-11-01 13:58:07.0"
"17928520","Femme","1","39","1","2015-11-01 14:00:16.0"
"17928531","Femme","1","40","1","2015-11-01 14:04:17.0"
"17928533","Homme","1","44","1","2015-11-01 14:41:18.0"
"17928537","Homme","1","43","1","2015-11-01 14:57:06.0"
"17928549","Femme","2","38","1","2015-11-01 17:05:14.0"
"17928549","Femme","2","39","1","2015-11-01 17:05:14.0"
"17928551","Femme","1","38","1","2015-11-01 14:08:14.0"
"17928556","Sacs","1","","0","2015-11-01 14:08:19.0"
"17928559","Enfant","1","33","1","2015-11-01 22:21:16.0"
"17928560","Homme","1","42","1","2015-11-01 14:10:15.0"
"17928561","Enfant","1","38","1","2015-11-01 14:10:16.0"
"17928584","Femme","3","38","2","2015-11-01 14:16:13.0"
"17928588","Enfant","1","","0","2015-11-01 14:17:09.0"
"17928590","Femme","2","36","1","2015-11-01 14:21:18.0"
"17928590","Femme","2","38","1","2015-11-01 14:21:18.0"
"17928601","Femme","1","40","1","2015-11-01 14:47:01.0"
"17928607","Femme","10","36","6","2015-11-01 14:23:09.0"
"17928624","Femme","1","38","1","2015-11-01 15:51:18.0"
"17928628","Accessoires","1","37","1","2015-11-01 16:22:06.0"
"17928628","Femme","1","37","1","2015-11-01 16:22:06.0"
"17928629","Enfant","1","25","1","2015-11-01 14:32:07.0"
"17928634","Homme","1","","0","2015-11-01 14:37:11.0"
"17928652","Femme","1","40","1","2015-11-01 14:41:05.0"
"17928658","Sacs","1","46","1","2015-11-01 14:38:03.0"
"17928658","Homme","1","46","1","2015-11-01 14:38:03.0"
"17928663","Accessoires","1","45","1","2015-11-01 14:42:10.0"
"17928663","Homme","1","45","1","2015-11-01 14:42:10.0"
"17928665","Femme","1","39","1","2015-11-01 14:55:03.0"
"17928667","Femme","1","37","1","2015-11-01 14:40:16.0"
"17928668","Femme","1","39","1","2015-11-01 14:42:03.0"
"17928677","Homme","1","42","1","2015-11-01 14:42:10.0"
"17928679","Homme","2","43","2","2015-11-01 14:45:12.0"
"17928684","Accessoires","1","34","1","2015-11-01 15:08:16.0"
"17928684","Enfant","1","34","1","2015-11-01 15:08:16.0"
"17928688","Femme","4","37","1","2015-11-01 14:44:11.0"
"17928688","Femme","4","39","1","2015-11-01 14:44:11.0"
"17928688","Femme","4","36","1","2015-11-01 14:44:11.0"
"17928691","Enfant","1","34","1","2015-11-01 14:54:16.0"
"17928697","Enfant","2","20","1","2015-11-01 14:45:09.0"
"17928697","Enfant","2","35","1","2015-11-01 14:45:09.0"
"17928697","Enfant","2","21","1","2015-11-01 14:45:09.0"
"17928700","Enfant","1","","0","2015-11-01 14:48:09.0"
"17928710","Femme","1","37","1","2015-11-01 14:50:18.0"
"17928722","Accessoires","1","32","2","2015-11-01 14:55:02.0"
"17928722","Enfant","1","32","2","2015-11-01 14:55:02.0"
"17928724","Homme","1","44","1","2015-11-01 14:58:09.0"
"17928725","Femme","1","38","1","2015-11-01 14:53:10.0"
"17928731","Femme","1","37","1","2015-11-01 15:05:13.0"
"17928732","Homme","2","","0","2015-11-01 15:05:04.0"
"17928748","Homme","1","42","1","2015-11-01 14:58:07.0"
"17928752","Homme","5","41","5","2015-11-01 15:01:01.0"
"17928756","Homme","1","40","1","2015-11-01 15:01:03.0"
"17928766","Homme","1","","0","2015-11-01 15:06:09.0"
"17928768","Femme","1","40","1","2015-11-01 15:02:03.0"
"17928773","Femme","1","38","1","2015-11-01 16:44:07.0"
"17928786","Enfant","1","","0","2015-11-01 15:09:15.0"
"17928788","Homme","1","","0","2015-11-01 15:07:03.0"
"17928792","Femme","1","38","1","2015-11-01 20:46:15.0"
"17928796","Femme","2","39","1","2015-11-01 15:12:14.0"
"17928796","Femme","2","38","1","2015-11-01 15:12:14.0"
"17928815","Femme","1","37","1","2015-11-01 15:12:15.0"
"17928818","Femme","1","37","1","2015-11-01 15:14:00.0"
"17928821","Femme","1","39","1","2015-11-01 15:21:18.0"
"17928823","Enfant","1","19","1","2015-11-01 15:14:18.0"
"17928824","Homme","1","43","1","2015-11-01 15:17:02.0"
"17928826","Enfant","1","18","1","2015-11-01 15:30:06.0"
"17928837","Enfant","1","29","1","2015-11-01 15:17:07.0"
"17928853","Femme","1","37","1","2015-11-01 15:21:14.0"
"17928854","Accessoires","1","","0","2015-11-01 15:34:01.0"
"17928857","Femme","1","36","1","2015-11-01 16:38:15.0"
"17928859","Accessoires","1","46","1","2015-11-01 15:27:19.0"
"17928859","Homme","1","46","1","2015-11-01 15:27:19.0"
"17928860","Femme","1","","0","2015-11-01 15:21:06.0"
"17928861","Homme","1","41","1","2015-11-01 15:32:19.0"
"17928862","Enfant","1","26","1","2015-11-01 15:23:12.0"
"17928869","Femme","1","41","1","2015-11-01 15:24:00.0"
"17928872","Homme","1","44","1","2015-11-01 15:23:10.0"
"17928876","Femme","2","40","2","2015-11-01 15:28:09.0"
"17928882","Femme","1","37","1","2015-11-01 15:27:07.0"
"17928883","Femme","1","39","1","2015-11-01 15:26:15.0"
"17928885","Accessoires","1","39","1","2015-11-01 15:25:17.0"
"17928885","Accessoires","1","40","1","2015-11-01 15:25:17.0"
"17928885","Femme","1","39","1","2015-11-01 15:25:17.0"
"17928885","Femme","1","40","1","2015-11-01 15:25:17.0"
"17928892","Femme","1","36","1","2015-11-01 15:27:00.0"
"17928894","Femme","1","39","1","2015-11-01 15:33:11.0"
"17928898","Femme","1","39","1","2015-11-01 15:28:11.0"
"17928902","Femme","1","39","1","2015-11-01 15:32:01.0"
"17928908","Homme","1","42","1","2015-11-01 15:45:00.0"
"17928928","Enfant","1","","0","2015-11-01 15:56:17.0"
"17928935","Homme","2","46","1","2015-11-01 16:05:05.0"
"17928935","Homme","2","47","1","2015-11-01 16:05:05.0"
"17928951","Homme","3","43","3","2015-11-01 15:50:14.0"
"17928952","Femme","4","39","4","2015-11-01 15:38:16.0"
"17928953","Accessoires","1","42","1","2015-11-01 15:38:13.0"
"17928953","Homme","1","42","1","2015-11-01 15:38:13.0"
"17928966","Enfant","1","41","1","2015-11-01 16:01:17.0"
"17928966","Homme","1","41","1","2015-11-01 16:01:17.0"
"17928970","Enfant","1","21","1","2015-11-01 15:43:03.0"
"17928979","Homme","1","40","1","2015-11-01 15:54:02.0"
"17928980","Homme","1","41","1","2015-11-01 15:47:14.0"
"17928981","Femme","1","38","1","2015-11-01 15:51:08.0"
"17928987","Enfant","1","40","1","2015-11-01 15:52:01.0"
"17928994","Femme","2","39","2","2015-11-01 15:47:16.0"
"17929001","Enfant","1","33","1","2015-11-01 15:52:03.0"
"17929003","Homme","1","45","1","2015-11-01 15:56:01.0"
"17929011","Femme","1","","0","2015-11-01 15:53:19.0"
"17929019","Homme","1","43","1","2015-11-01 15:53:16.0"
"17929025","Femme","1","37","1","2015-11-01 17:40:02.0"
"17929025","Femme","1","40","1","2015-11-01 17:40:02.0"
"17929025","Homme","1","37","1","2015-11-01 17:40:02.0"
"17929025","Homme","1","40","1","2015-11-01 17:40:02.0"
"17929033","Homme","1","","0","2015-11-01 15:58:04.0"
"17929045","Femme","1","38","1","2015-11-01 16:04:13.0"
"17929056","Femme","1","39","1","2015-11-01 16:03:19.0"
"17929059","Femme","2","38","2","2015-11-01 16:06:16.0"
"17929062","Femme","1","39","1","2015-11-01 16:06:07.0"
"17929071","Homme","1","44","1","2015-11-01 16:11:19.0"
"17929075","Homme","1","43","1","2015-11-01 16:11:06.0"
"17929092","Homme","1","43","1","2015-11-01 16:12:01.0"
"17929104","Femme","1","38","1","2015-11-01 21:22:18.0"
"17929104","Femme","1","44","1","2015-11-01 21:22:18.0"
"17929104","Homme","1","38","1","2015-11-01 21:22:18.0"
"17929104","Homme","1","44","1","2015-11-01 21:22:18.0"
"17929109","Femme","1","39","1","2015-11-01 16:17:00.0"
"17929118","Femme","1","37","1","2015-11-01 17:51:07.0"
"17929134","Femme","1","39","1","2015-11-01 16:52:13.0"
"17929140","Enfant","1","38","1","2015-11-01 16:28:09.0"
"17929140","Femme","1","38","1","2015-11-01 16:28:09.0"
"17929145","Accessoires","2","","0","2015-11-01 16:21:18.0"
"17929146","Femme","1","39","1","2015-11-01 16:23:10.0"
"17929148","Homme","1","47","1","2015-11-01 16:29:19.0"
"17929156","Femme","2","38","1","2015-11-01 16:27:02.0"
"17929161","Femme","2","36","1","2015-11-01 16:34:04.0"
"17929161","Femme","2","38","1","2015-11-01 16:34:04.0"
"17929164","Femme","1","39","1","2015-11-01 16:41:02.0"
"17929166","Femme","1","38","1","2015-11-01 16:56:19.0"
"17929167","Homme","1","46","1","2015-11-01 16:31:13.0"
"17929169","Femme","1","39","1","2015-11-01 16:32:07.0"
"17929170","Accessoires","1","35","1","2015-11-01 16:29:05.0"
"17929170","Enfant","1","35","1","2015-11-01 16:29:05.0"
"17929180","Sacs","1","","0","2015-11-01 16:30:01.0"
"17929224","Femme","1","38","1","2015-11-01 16:38:19.0"
"17929226","Homme","1","40","1","2015-11-01 16:40:02.0"
"17929229","Homme","1","46","1","2015-11-01 16:45:05.0"
"17929245","Enfant","1","38","1","2015-11-01 16:43:07.0"
"17929247","Enfant","1","34","1","2015-11-01 16:40:13.0"
"17929255","Accessoires","4","","0","2015-11-01 16:43:02.0"
"17929282","Femme","1","36","1","2015-11-01 16:48:04.0"
"17929285","Femme","3","37","2","2015-11-01 16:49:13.0"
"17929286","Femme","1","","0","2015-11-01 16:47:19.0"
"17929290","Homme","1","46","1","2015-11-01 17:47:19.0"
"17929301","Enfant","1","38","1","2015-11-01 17:10:05.0"
"17929303","Femme","1","39","1","2015-11-01 16:50:11.0"
"17929304","Femme","1","39","1","2015-11-01 17:07:16.0"
"17929307","Homme","1","43","1","2015-11-01 17:02:17.0"
"17929308","Femme","1","38","1","2015-11-01 16:52:14.0"
"17929318","Accessoires","2","","0","2015-11-01 16:58:16.0"
"17929319","Homme","1","44","1","2015-11-01 16:59:08.0"
"17929320","Sacs","1","","0","2015-11-01 17:59:00.0"
"17929325","Femme","1","38","1","2015-11-01 16:57:11.0"
"17929327","Femme","1","38","1","2015-11-01 17:12:14.0"
"17929331","Homme","1","","0","2015-11-01 17:00:07.0"
"17929333","Enfant","1","","0","2015-11-01 16:59:08.0"
"17929343","Homme","2","43","2","2015-11-01 16:59:11.0"
"17929361","Enfant","1","","0","2015-11-01 17:09:03.0"
"17929363","Femme","1","36","1","2015-11-01 17:05:06.0"
"17929368","Homme","1","","0","2015-11-01 17:12:19.0"
"17929369","Femme","1","36","1","2015-11-01 17:03:13.0"
"17929371","Homme","2","44","1","2015-11-01 17:10:13.0"
"17929390","Femme","1","39","1","2015-11-01 17:11:04.0"
"17929391","Enfant","1","","0","2015-11-01 17:17:13.0"
"17929392","Femme","1","39","1","2015-11-01 17:22:00.0"
"17929395","Femme","1","37","1","2015-11-01 17:13:13.0"
"17929403","Femme","1","39","1","2015-11-01 17:11:03.0"
"17929405","Femme","1","40","1","2015-11-01 17:11:09.0"
"17929410","Femme","1","","0","2015-11-01 17:16:13.0"
"17929412","Homme","1","40","1","2015-11-01 17:15:09.0"
"17929413","Femme","1","38","1","2015-11-01 17:31:03.0"
"17929416","Enfant","2","29","1","2015-11-01 17:13:02.0"
"17929416","Enfant","2","30","1","2015-11-01 17:13:02.0"
"17929420","Homme","1","45","1","2015-11-01 17:15:11.0"
"17929421","Enfant","1","35","1","2015-11-01 17:16:09.0"
"17929422","Enfant","1","21","1","2015-11-01 17:16:13.0"
"17929425","Femme","1","","0","2015-11-01 17:43:16.0"
"17929428","Femme","2","38","2","2015-11-01 18:13:05.0"
"17929430","Femme","1","40","1","2015-11-01 17:21:05.0"
"17929435","Accessoires","1","","0","2015-11-01 17:17:02.0"
"17929435","Enfant","1","","0","2015-11-01 17:17:02.0"
"17929442","Homme","1","","0","2015-11-01 17:19:08.0"
"17929446","Enfant","1","","0","2015-11-01 20:11:12.0"
"17929449","Femme","2","36","1","2015-11-01 17:21:08.0"
"17929459","Femme","1","37","1","2015-11-01 17:23:08.0"
"17929466","Femme","1","","0","2015-11-01 17:24:02.0"
"17929479","Femme","2","38","2","2015-11-01 18:37:15.0"
"17929484","Homme","1","46","1","2015-11-01 17:25:16.0"
"17929494","Femme","1","37","1","2015-11-01 17:29:12.0"
"17929498","Femme","1","39","1","2015-11-01 17:31:11.0"
"17929516","Femme","1","","0","2015-11-01 17:39:19.0"
"17929518","Enfant","2","28","1","2015-11-01 17:36:14.0"
"17929518","Enfant","2","31","1","2015-11-01 17:36:14.0"
"17929521","Femme","1","35","1","2015-11-01 17:34:14.0"
"17929527","Femme","1","38","1","2015-11-01 17:37:04.0"
"17929529","Accessoires","1","","0","2015-11-01 21:42:02.0"
"17929529","Femme","1","","0","2015-11-01 21:42:02.0"
"17929531","Homme","1","","0","2015-11-01 17:35:10.0"
"17929536","Femme","1","37","1","2015-11-01 17:34:10.0"
"17929548","Femme","3","39","3","2015-11-01 17:36:02.0"
"17929566","Femme","1","40","1","2015-11-01 17:39:19.0"
"17929568","Femme","1","40","1","2015-11-01 17:41:06.0"
"17929578","Homme","1","43","1","2015-11-01 17:40:19.0"
"17929581","Femme","1","37","1","2015-11-01 22:08:13.0"
"17929603","Enfant","1","31","1","2015-11-01 17:50:17.0"
"17929606","Accessoires","1","43","1","2015-11-01 17:52:14.0"
"17929606","Homme","1","43","1","2015-11-01 17:52:14.0"
"17929607","Femme","1","40","1","2015-11-01 17:52:04.0"
"17929619","Femme","1","40","1","2015-11-01 17:48:16.0"
"17929625","Femme","1","38","1","2015-11-01 18:00:14.0"
"17929629","Femme","1","37","1","2015-11-01 17:51:01.0"
"17929630","Homme","1","42","1","2015-11-01 17:49:17.0"
"17929636","Homme","1","45","2","2015-11-01 17:52:14.0"
"17929636","Accessoires","1","45","2","2015-11-01 17:52:14.0"
"17929637","Homme","1","45","1","2015-11-01 18:03:01.0"
"17929646","Femme","1","38","1","2015-11-01 19:18:19.0"
"17929679","Homme","1","43","1","2015-11-01 18:01:01.0"
"17929680","Enfant","1","21","1","2015-11-01 17:56:17.0"
"17929687","Homme","1","43","1","2015-11-01 17:59:06.0"
"17929693","Enfant","1","34","1","2015-11-01 19:41:12.0"
"17929699","Femme","1","39","1","2015-11-01 18:02:07.0"
"17929700","Femme","1","41","1","2015-11-01 18:01:04.0"
"17929711","Homme","1","36","1","2015-11-01 19:30:12.0"
"17929711","Homme","1","43","1","2015-11-01 19:30:12.0"
"17929711","Femme","1","36","1","2015-11-01 19:30:12.0"
"17929711","Femme","1","43","1","2015-11-01 19:30:12.0"
"17929712","Enfant","1","34","1","2015-11-01 18:03:17.0"
